Date,Price,MA_Index,Cumulative_2x,MA_2x
2011-12-23,1265.3299560546875,1203.3611981201173,1397.669921875,1273.7324060058593
2011-12-27,1265.4300537109375,1203.6260782470704,1397.8701171875,1274.2621662597655
2011-12-28,1249.6400146484375,1203.8523182373046,1366.2900390625,1274.7146462402343
2011-12-29,1263.02001953125,1204.1040782470702,1393.050048828125,1275.2181662597657
2011-12-30,1257.5999755859375,1204.3358983154296,1382.2099609375,1275.6818063964843
2012-01-03,1277.06005859375,1204.6000584716796,1421.130126953125,1276.2101267089843
2012-01-04,1277.300048828125,1204.8606986083985,1421.610107421875,1276.731406982422
2012-01-05,1281.06005859375,1205.1503787841798,1429.130126953125,1277.3107673339844
2012-01-06,1277.81005859375,1205.4146387939454,1422.630126953125,1277.8392873535156
2012-01-09,1280.699951171875,1205.679118774414,1428.409912109375,1278.3682473144531
