Date,Net Value,ROIC,Cash,Holdings,Price,SMA1,SMA2,Stop Loss
2000-01-03,1000.0,0.0,999.0,6.200608541964301e-05,16127.449317792416,13169.136520455342,10930.761599288675,0.0
2000-02-01,999.9328420984372,998.9328420984372,998.0,0.00012847616167748806,15044.363664047642,13535.318592884107,11207.392014579349,0.0
2000-03-01,999.8455240528493,498.92276202642466,997.0,0.00019809116424498736,14364.71971728208,13779.912656730263,11438.806589893748,0.0
2000-04-03,1000.3712132959581,332.4570710986527,996.0,0.00025685077001733243,17018.494029288486,14063.362595926536,11766.44408776938,6.75
2000-05-01,1000.1205128895537,249.0301282223884,995.0,0.0003191854300225233,16042.439309314059,14297.558620813184,12030.572184446071,6.75
2000-06-01,999.9588792644219,198.99177585288436,994.0,0.00038355187514099254,15536.045188754118,14461.52166664957,12302.832724056521,6.75
2000-07-03,1000.1180395410083,165.68633992350138,993.0,0.0004462438326823094,15951.009335463072,14617.440199321269,12588.287363519656,6.75
2000-08-01,999.8030132844149,141.82900189777357,992.0,0.0005118388585959902,15245.058387749406,14754.840224489973,12819.866450471669,6.75
2000-09-01,1000.717166589673,124.08964582370912,991.0,0.0005705550542004609,17031.076174217604,14980.307064031713,13062.554742705295,6.75
2000-10-02,999.6530386025787,110.07255984473096,990.0,0.0006364920135051872,15166.001140248516,15044.759130027576,13253.436598977252,6.75
2000-11-01,999.4002525610404,98.94002525610404,990.0,0.0006364920135051872,14768.846052400224,15083.987340421878,13410.788103110437,6.75
